Gene,Intervention_logFC,Intervention_P.Value,group,utr_length,AREScore,ARED_cluster,n_7mer_L2
SEC22A,-0.0279976050949892,0.7157604257853,background,2408,2.0,1,2
CTSS,-0.0401549970640045,0.715838916680264,background,2858,3.0,1,0
PPP1CA,0.0361659257039953,0.71602074361462,background,352,0.0,0,0
TRIM58,-0.126488138569246,0.716094213875096,background,3649,7.0,1,0
OTULINL,-0.0395459173420602,0.7161730091868341,background,5866,6.0,1,1
UBE2R2,-0.0355747188677514,0.7164035464816401,background,3162,1.0,1,1
PVR,0.0444067352488447,0.7164152204620742,background,4351,13.0,3,7
CFAP20,-0.0326429717034224,0.7164383601215899,background,430,0.0,1,2
ZNF823,-0.0347928723658156,0.716582311756054,background,436,0.0,0,0
FAM219B,0.0538466315116154,0.71662197160171,background,2625,2.0,2,2
C1QBP,-0.0383381303444151,0.716712828980073,background,238,2.0,1,0
AIFM1,0.0336134634389875,0.716735208498087,background,2104,0.0,1,0
CAMK2N1,0.0608176646471027,0.7167504765028359,background,1258,0.0,1,1
TMEM41A,0.0358783122499381,0.716827647391394,background,1936,1.0,1,0
CCR8,-0.0471513290131118,0.7168948241588171,background,3408,0.0,1,0
SNRNP48,-0.0322145195560833,0.7169723492382859,background,3094,7.0,1,1
GOLGA1,-0.0398573954594896,0.717100628150469,background,2255,1.0,1,0
SELL,-0.0551298384061442,0.717115445356244,background,1114,0.0,1,0
ASMTL,0.0352859100246243,0.7171553845020121,background,128,0.0,0,0
RRAGD,0.0357152753048413,0.71716269938131,background,3440,4.0,1,2
CRTC1,0.0302704333523046,0.7172090673428141,background,4951,0.0,1,0
IL1B,0.0497694052669583,0.717256264412889,background,610,7.0,3,4
HLA-DQA2,-0.0464982370820626,0.717265830320692,background,623,0.0,1,0
CMTM5,0.0654606791545805,0.717324067207728,background,285,0.0,0,0
ZNF613,-0.0356482264791067,0.7173417861392429,background,886,3.0,1,0
ENC1,-0.136967889986644,0.717402378342211,background,2619,8.0,3,5
DNAJA1,-0.0433904919945209,0.7174309763135931,background,999,2.0,1,0
TP53RK,-0.0437477763217861,0.7174356557120359,background,2388,2.0,1,2
CHTF8,0.0480280491770273,0.717544472135179,background,419,0.0,1,0
ZNF880,0.0376727875109874,0.718011723906246,background,481,0.0,1,1
TCTN1,-0.0373927698504784,0.7180255528676559,background,1255,2.0,1,0
ANKRD27,-0.0302342616293344,0.718066413079548,background,1139,3.0,1,0
CRK,-0.0387351086564738,0.718196044585766,background,2954,2.0,1,0
AMER1,0.0355439342727746,0.718197054981298,background,4762,1.0,1,0
CCT2,-0.0419199667143725,0.718338021554877,background,244,1.0,1,0
TIMM22,0.0400412063098675,0.7183453663403822,background,2583,1.0,1,0
TNFSF14,0.0436482134960326,0.718355173866242,background,3673,0.0,1,1
HNRNPA1,0.0444153732475804,0.718424917054203,background,2543,3.0,1,1
AKAP13,-0.0394955131202239,0.7186504809447729,background,3055,4.0,1,1
ESAM,-0.0702713813791604,0.7186944331255941,background,520,1.0,1,0
C21orf58,-0.0471647093173494,0.7187023316181891,background,869,0.0,1,0
SNCA,-0.0739781271134342,0.71871849613055,background,2513,5.0,1,1
CXCR2,-0.0547031845084508,0.7188966824093179,background,1367,1.0,1,0
COL5A3,-0.0367777788414562,0.7189325187996851,background,850,0.0,1,1
OCM,-0.0509523947117664,0.7189709393832969,background,274,0.0,0,0
CAPNS1,0.0389076702170462,0.719144881772785,background,514,0.0,0,0
CETN2,-0.0374411997897196,0.719167585418305,background,520,0.0,1,0
PLGLB1,0.045707459556444,0.719261121881533,background,5977,11.0,1,4
ELMO2,-0.0359079584841128,0.719376342910507,background,1310,1.0,1,1
EXOSC5,0.0508061419787239,0.71940192203316,background,280,0.0,1,0
ADIPOR1,-0.0907385343038995,0.7194803903442751,background,732,4.0,1,0
PARP2,0.04885033695398999,0.719626607455185,background,105,0.0,0,0
GIMAP6,-0.0487678407103968,0.719811155656931,background,2344,1.0,1,0
DNAJC11,0.0306235976886674,0.7198643185197591,background,1504,0.0,0,0
MID1IP1,0.0691608357460971,0.7198730490122041,background,1034,5.0,2,0
GCSH,-0.0477135235182228,0.719916913053213,background,2225,4.0,1,0
COL18A1,0.0416967769938313,0.720149885495514,background,168,0.0,0,0
PSMA3,0.0489211226157059,0.7202127393890971,background,111,1.0,1,0
ANKRD34A,0.0509677895832373,0.7203256661948441,background,828,0.0,1,0
TEP1,-0.0535171443307057,0.7204728930025649,background,2770,2.0,1,0
TMEM87A,-0.0367358613899106,0.720484236859538,background,1176,3.0,2,1
SDF2,0.0386669266237161,0.720548537047693,background,643,0.0,1,1
FZD1,-0.0544951824125544,0.720756975781707,background,4502,8.0,1,1
HDAC3,0.0296646895916307,0.7208409084531979,background,690,0.0,1,1
KDM5A,-0.0380207564728516,0.7208474604683491,background,5399,10.0,2,1
NUP188,-0.0438654314636199,0.720897192754365,background,1157,1.0,1,2
B3GNTL1,-0.0293251086697726,0.720997613321722,background,1925,2.0,1,1
ULK3,0.0494311170590207,0.72134153201752,background,1110,0.0,1,0
SPAG8,-0.05095469387098099,0.7214965943718811,background,143,0.0,1,0
ITPR3,-0.0500095640787525,0.721773132716774,background,782,0.0,1,0
DIP2A,-0.0388526856634814,0.7218105238672601,background,2393,3.0,1,1
SLC23A2,-0.030798658296172,0.721898912079226,background,4615,1.0,1,1
MAVS,-0.0437268094803055,0.721960753279943,background,9976,4.0,1,2
ZNF763,0.0401361060154311,0.721968266659769,background,1508,1.0,1,0
NIBAN3,-0.055946354074800995,0.7219911451195359,background,1742,2.0,1,0
ZNF473,-0.0282484862476791,0.722062916641329,background,1713,1.0,1,0
MTA2,0.0424232933750527,0.722199251956574,background,661,0.0,0,0
PLXNB2,0.0641280174767124,0.7224670041248141,background,723,0.0,0,0
SNX11,0.0475504634377079,0.72254525911845,background,2093,1.0,1,0
PHF21A,-0.0428542977754174,0.722643359690752,background,4649,3.0,2,4
HOPX,0.0497504720673218,0.7227359012327379,background,719,2.0,1,0
MMACHC,-0.0357554302374961,0.722781512234537,background,4167,3.0,1,0
FXR2,0.0401500695838317,0.722806319917908,background,600,1.0,1,1
PAX5,-0.0335859275673756,0.722901990456772,background,7291,0.0,1,0
DNAL4,0.0398235315274508,0.722957371966639,background,939,1.0,1,1
FMC1,0.0488983923249863,0.722996574684533,background,624,1.0,1,1
ADGRE5,-0.0624965040865202,0.7230270500948729,background,598,0.0,0,0
CLCF1,-0.0418949479676241,0.723045613587981,background,968,5.0,2,4
NUP93,0.0275250101604808,0.7230573158822501,background,5677,2.0,1,1
ITGAM,0.0522328711518419,0.723237789353126,background,1185,1.0,1,0
CNP,-0.0404755403929598,0.7232712100341908,background,3816,0.0,1,0
KRBOX4,-0.0296761763588395,0.723275930088185,background,2679,14.0,5,5
NPIPB12,-0.0597375671587761,0.723309813739562,background,135,0.0,0,0
RNF185,0.0332020300705634,0.723319213914573,background,2426,1.0,1,0
TIMP2,0.044464703396156005,0.7233337236408021,background,2690,1.0,1,0
GORASP1,-0.10049447671825301,0.723345346614687,background,3014,1.0,1,0
SLX4,-0.0425446834762671,0.7234899963613359,background,1161,0.0,1,0
CYFIP2,-0.0397176051759134,0.7235078095070959,background,2593,6.0,2,1
FIGNL1,-0.111091680831994,0.7235246562887829,background,1135,1.0,1,0
YWHAB,-0.0384567931058473,0.723610510089,background,2094,2.0,1,0
CIITA,0.0398804501596889,0.7237231735417171,background,12539,5.0,1,2
NAP1L4,-0.0326060464038348,0.723806614375239,background,4818,3.0,2,2
RELA,0.0388439905380375,0.724259597390874,background,776,0.0,0,0
YIPF3,0.0408016106393926,0.7243467897492171,background,346,0.0,0,0
KIFC2,0.0548282877533751,0.7243994845366909,background,360,0.0,0,0
TNFRSF4,0.0584242710830969,0.7244196010567242,background,229,0.0,0,0
COG4,0.0347030968251567,0.7244840656497049,background,439,0.0,0,0
NUBP1,0.0350901859961516,0.724546602435735,background,244,0.0,0,0
AGFG2,0.0402078346627632,0.7247967168539241,background,3227,1.0,1,1
PPDPF,0.0525626650289393,0.724831495861226,background,3502,0.0,1,1
RNASET2,0.0485197204956923,0.725178894111247,background,7475,8.0,1,2
PSMB4,0.0290858184052152,0.7252546687779109,background,112,0.0,0,0
CD151,-0.0400972429121071,0.725329538577228,background,638,0.0,0,0
HVCN1,-0.0408439329387002,0.7254426976461129,background,626,1.0,1,0
VAC14,0.0293877774373605,0.72553291617504,background,489,0.0,0,0
BCR,0.0305016678967836,0.7255672084687829,background,2515,0.0,1,1
HNRNPA0,-0.0424501919144326,0.725837313443009,background,7498,6.0,1,0
STMN1,-0.048215944356698,0.725863839892558,background,455,0.0,0,0
SRPRA,-0.0395192874034392,0.7259206268799872,background,978,1.0,1,0
NOB1,0.040121592286956005,0.726030691352495,background,461,1.0,1,0
IFFO2,-0.0406266732206382,0.7261235219391979,background,4281,1.0,1,1
NCAPH2,0.0409181415903257,0.726205588976932,background,97,0.0,0,0
KMT5A,-0.0311103266367441,0.7264463713514342,background,1650,4.0,1,1
PRIM1,-0.0357572689970701,0.7264623829420409,background,330,2.0,1,0
NPIPA2,-0.0435283836936914,0.7265094336329929,background,46,0.0,0,0
GAREM2,-0.0340152036895226,0.7265582852410122,background,1406,0.0,1,1
GHRL,-0.0393392455516106,0.7266554721670191,background,209,1.0,1,0
F2RL3,0.0691618926214394,0.726670413607264,background,1985,1.0,1,0
KCNJ15,-0.0541619889666888,0.7267309196890009,background,6968,12.0,2,2
SUPT5H,0.0429397050184027,0.7269074225337351,background,271,0.0,0,0
IGHMBP2,-0.0525166896079064,0.726979624895043,background,870,1.0,1,0
MXI1,-0.0681533438231339,0.7272017208883159,background,2378,1.0,1,0
TSHZ1,-0.0385401001394553,0.7272851189085259,background,1303,4.0,1,1
GCFC2,-0.0317031479055516,0.7274963936965141,background,3423,7.0,1,0
FCRL6,0.0651531456563344,0.7276278748705458,background,601,1.0,1,0
AP2M1,0.0484728388782044,0.7276563905946779,background,1094,0.0,1,0
QRICH1,-0.0374019713893135,0.7279477354024442,background,744,1.0,1,0
THBS1,-0.0720445705098263,0.7279629925459391,background,4097,6.0,1,3
FUCA2,0.0290197960614872,0.7279973569203009,background,1746,1.0,1,0
UGP2,-0.0436463453544792,0.728047214585162,background,333,0.0,0,0
CINP,-0.0293345718721217,0.728196208843361,background,275,0.0,0,0
DGCR6L,0.0394440082626985,0.728550800684728,background,399,0.0,0,0
SALL2,0.0369361447228743,0.72855289533858,background,950,0.0,1,0
GAB3,0.034562956961434,0.728558506444823,background,2925,0.0,1,1
DPM2,-0.0795547146238588,0.7286202164552629,background,632,0.0,0,0
PLEKHB1,0.0462912568851459,0.728636356815899,background,1217,0.0,1,0
CANT1,0.0471438965567066,0.72866186443424,background,1832,0.0,1,0
RAB18,-0.0392237270205166,0.7287275480339309,background,7066,12.0,1,4
PRR13,0.0363203843327587,0.7287430706351841,background,579,0.0,1,0
STMN3,0.0446430358682905,0.728809346045664,background,1624,0.0,0,0
TCF3,-0.0493855583651864,0.728952154086615,background,2415,0.0,0,0
SLC7A5,-0.0532608985484912,0.729125745056259,background,2954,0.0,1,1
IARS1,0.0453055087567312,0.7293044772077109,background,458,2.0,1,0
METRN,0.0592627360549728,0.729408752067348,background,351,0.0,0,0
FCGR1A,-0.0832231486453411,0.729461156289902,background,158,0.0,0,0
HMCES,-0.0406248253358665,0.72953125797351,background,1361,3.0,1,0
KLHL21,0.0497954479446242,0.7297048806019371,background,4641,1.0,1,2
C8orf82,0.0542358081889173,0.7297844449403471,background,1609,0.0,1,0
DTX3,-0.05505819372272,0.729825041576395,background,645,1.0,1,0
ENY2,0.033618716166329,0.729872020911259,background,2473,3.0,1,0
SLC25A15,0.0423951886470852,0.7298884361706859,background,2793,1.0,1,0
PTGDR,-0.0644979887441071,0.7298956674326329,background,1760,3.0,1,1
ISYNA1,0.0426975156368448,0.729903174992887,background,480,1.0,2,1
MAP9,-0.0304371241180833,0.730109976263708,background,5125,30.0,3,8
AMIGO3,-0.13468169188191,0.730328593081907,background,1122,0.0,0,0
NRGN,0.0562504854967857,0.7303362454137801,background,181,0.0,0,0
GPATCH4,0.0537493107494363,0.730356319435575,background,686,0.0,1,0
MDN1,-0.0348844234596118,0.730449539156234,background,1507,1.0,1,0
ZNF623,-0.0462956177630554,0.7307133357071329,background,4934,5.0,2,0
RPS5,0.0342018201790015,0.730894792908765,background,52,0.0,0,0
MADCAM1,0.0342972587831089,0.731074692550512,background,375,0.0,0,0
KCNJ14,0.0358464795436951,0.731129126659718,background,2203,0.0,0,0
DHCR7,-0.0622115950269545,0.731264174744557,background,954,0.0,1,0
HP,-0.0650018600714613,0.7313290332224399,background,162,0.0,0,0
ARHGEF11,-0.0372800348855225,0.731329468880627,background,1160,0.0,0,0
IP6K2,-0.0391795753634772,0.7313561245763589,background,268,0.0,1,1
HMGN2,0.0413315087399393,0.731387355924343,background,3061,0.0,1,0
MPG,-0.0534221469965361,0.7315961683357041,background,69,0.0,0,0
DOK3,0.049649839118205995,0.731764075327674,background,2079,0.0,1,0
TM9SF4,0.0391254314677462,0.731815740228804,background,1809,0.0,0,0
NPIPA8,0.0580030496049406,0.7319526912128921,background,49,0.0,0,0
GPATCH8,-0.0347154340378975,0.731967660496131,background,2287,2.0,1,0
ZNF836,-0.0710803264790777,0.7321223206400791,background,1008,0.0,1,0
SFRP2,-0.0860290745963345,0.7322674588583911,background,860,0.0,1,0
CCR6,-0.0423245883037555,0.732425610416605,background,1591,0.0,0,0
ZNF32,0.036097956043951,0.7325036396469828,background,186,0.0,0,0
PRPF18,0.0321831810599492,0.732511520265093,background,843,1.0,1,1
RAB29,-0.0420718803441436,0.7327286041765949,background,2356,3.0,1,0
TRIM41,-0.0429063148373659,0.7329172210991619,background,1033,0.0,1,0
ZNF263,0.0344737750056704,0.732980450572988,background,2272,0.0,1,0
CYB561D1,-0.0462545330913472,0.7331083529587451,background,4665,0.0,1,1
VPS54,-0.026810389452358,0.7332390610918091,background,1270,4.0,1,1
DEFA4,0.107413184012165,0.733300289766819,background,200,0.0,0,0
HBQ1,0.0719590975644587,0.7333579824683979,background,71,0.0,0,0
CFAP68,0.0379400373012109,0.733602154137343,background,2095,2.0,1,2
RAB34,-0.0366182231331618,0.7336262141543589,background,20,0.0,0,0
POLR3C,-0.0333171705122535,0.733660016582176,background,2301,7.0,3,3
SETD3,0.0275434669107823,0.733764584512438,background,1642,5.0,1,0
UBE2L6,-0.0532197711915166,0.733902573208853,background,696,0.0,1,0
AKAP8,-0.0552428905286124,0.733942764226384,background,1515,0.0,1,1
SAYSD1,0.0419902011440779,0.7339985264567691,background,1369,2.0,1,0
CLU,-0.0738845204685668,0.7340386731858829,background,1324,0.0,1,0
TBXAS1,-0.0296759252401972,0.7340799908741801,background,842,0.0,1,0
ZDHHC4,-0.0532920630154042,0.734305369470254,background,153,0.0,1,0
C1QTNF3,-0.0321780460315317,0.734441338372425,background,2725,8.0,2,1
SLC38A7,0.0413688951288667,0.7344514075640192,background,1013,0.0,0,0
APOL2,0.0536311308359909,0.734488281229019,background,1195,0.0,0,0
MTIF3,-0.0831470277782382,0.735065352654364,background,29,0.0,0,0
NHLRC3,-0.0465490780955397,0.7352853480385441,background,2183,3.0,1,1
DTX4,0.0419492317273198,0.7357605513128092,background,3679,1.0,1,0
NDOR1,0.037085606606592006,0.736090404017245,background,599,0.0,0,0
RHOF,0.0356058199705568,0.7361251557793531,background,1744,0.0,0,0
MIF4GD,0.0779205904660948,0.736393062022741,background,512,0.0,0,0
WRAP53,-0.0376772729948829,0.7364024807204829,background,14,0.0,0,0
PDHA1,-0.0311753645231858,0.7364152139484941,background,2065,3.0,1,1
POLR3D,-0.0471975440054246,0.7364759199729879,background,4082,2.0,1,4
APOBEC3G,-0.0443017840820982,0.7366532424820079,background,320,3.0,2,1
SPOCK2,0.0450596676157878,0.7367450234915441,background,3726,0.0,1,0
TIGD6,-0.0411380390202882,0.736783397439283,background,1665,3.0,1,1
PRPF38B,0.0483060487149602,0.736862598890087,background,2908,5.0,1,1
NOP58,-0.0362899513891606,0.737015319830887,background,225,0.0,1,0
CALML6,0.0699084300571149,0.737065839912743,background,103,0.0,0,0
CACYBP,-0.0399306025557965,0.737096964362147,background,1636,6.0,2,0
COQ6,-0.0456051207036049,0.7371461304604972,background,671,5.0,1,1
KLRC1,-0.0668313338340937,0.73719112285008,background,35,2.0,1,0
TBC1D24,-0.0366745202277114,0.7372622354320758,background,8713,7.0,1,1
HARS1,0.0362126396792153,0.737477217029395,background,1222,0.0,1,0
EZH1,0.0454646716825924,0.7375477632099259,background,20,0.0,0,0
DCAF1,-0.0270217346845593,0.7376815590193739,background,925,5.0,2,1
SPECC1L,-0.0294692339732865,0.7377074683342328,background,2630,0.0,1,1
INTS13,-0.0382732881475782,0.7379061902555509,background,1247,2.0,1,0
NELFE,0.0319389053607076,0.738075191903298,background,20,0.0,0,0
ECI2,0.0481099625459377,0.7381151264949951,background,168,0.0,0,0
STIMATE-MUSTN1,0.0437079309363406,0.7383042734052959,background,174,0.0,0,0
GPR84,0.0596746974132997,0.7383420436351851,background,214,0.0,0,0
GRAMD1A,0.0388031823194875,0.738479548421312,background,328,0.0,1,1
KDELR1,-0.0294890667430628,0.738615212838539,background,715,0.0,0,0
THYN1,0.0365893369392445,0.7386795376028331,background,168,0.0,0,0
PIAS3,-0.0387197653205656,0.7391477368755621,background,924,0.0,1,1
TNFSF10,-0.050561715170518,0.7391861833108551,background,982,2.0,1,1
PARP6,-0.0390774061545774,0.739239070425854,background,267,0.0,0,0
SP2,-0.0359988534794082,0.739308250413923,background,1133,1.0,1,0
CASC3,0.0346055073989128,0.739309789257739,background,2432,2.0,1,0
CKB,-0.0685361643097483,0.7394776159929108,background,197,0.0,0,0
SIPA1L2,0.0271147703555395,0.7396471853485171,background,1482,4.0,1,1
ZMYND11,0.0309262402492645,0.739688117812715,background,5515,13.0,2,4
CNOT11,-0.0399959936784185,0.7398294678239641,background,903,0.0,1,0
THAP11,-0.0322105073281138,0.73984680937797,background,696,0.0,1,0
NOTCH1,-0.0509179019065484,0.739904411406775,background,1638,7.0,2,4
POLG,0.0462931623346853,0.740042065160082,background,431,0.0,1,0
RBM6,0.0433889632052435,0.740080075172295,background,116,0.0,0,0
GEMIN8,-0.0283287887859278,0.740125963713548,background,2165,0.0,1,1
GANAB,0.040911767132478995,0.7401466979070601,background,983,0.0,1,1
TMEM164,-0.0350046658381318,0.740167854190145,background,4337,3.0,1,0
RAB1B,0.0349308725216543,0.7402072258844731,background,1254,0.0,1,0
EXOSC2,0.0420479136782215,0.740311293042475,background,258,0.0,1,0
PHF23,0.0395995494380215,0.740565507142809,background,588,0.0,1,0
CUL9,0.0426906232489565,0.740619293945885,background,140,0.0,0,0
HGS,0.0403733658259899,0.7407776217738721,background,498,0.0,0,0
DHX33,-0.0325691481667588,0.7408101525641542,background,3288,1.0,1,0
PRMT5,0.0384239338112862,0.740843254401958,background,20,0.0,0,0
GNA15,0.037908566724267,0.7408540689355071,background,730,0.0,1,1
AP1AR,-0.031636378418249,0.740900457901585,background,4701,7.0,1,2
SGK1,0.0358898262357571,0.7409475028617701,background,1963,4.0,1,1
CFP,0.0475588653380091,0.7411591094543609,background,2738,0.0,1,0
FAM209B,0.0511581974736141,0.741271296305888,background,82,0.0,0,0
HNRNPL,0.0361022551299968,0.7412913817370391,background,327,0.0,0,0
ZNF317,-0.0342762590360254,0.741306086578058,background,1980,0.0,1,0
CORO1A,0.0447760397162945,0.7415060430161039,background,20,0.0,0,0
PGAM5,0.0421510737819552,0.7415376547654559,background,1906,0.0,1,0
ERGIC1,-0.0381146980312833,0.741596758931928,background,1542,0.0,1,0
IPPK,-0.0220565470307091,0.741767915860853,background,2649,3.0,1,2
GMPR,-0.0939188055462127,0.741812573832574,background,360,0.0,0,0
NAIP,-0.048078135903752,0.7418481466219059,background,1938,3.0,1,0
PTRH2,-0.028751752094507005,0.741862945440971,background,2672,3.0,1,0
ANAPC13,-0.0459777279707124,0.7420096568332909,background,876,2.0,1,1
FAM234A,0.0319672569491962,0.742301187105038,background,1227,0.0,1,0
SUOX,0.0353141015175547,0.742422016018991,background,1027,0.0,0,0
NATD1,0.0376663787082704,0.7424685751343101,background,4443,0.0,1,0
POLR3K,0.0326361180466865,0.7426951670110841,background,1023,27.0,5,9
ACTMAP,0.0346057618729631,0.742770956616315,background,1572,0.0,1,0
MCFD2,0.10641620449643599,0.7427867065332819,background,3581,1.0,1,2
TAOK2,0.0391723818350437,0.742879620315485,background,418,0.0,0,0
TSPAN3,-0.0372202259664283,0.742964019180623,background,5431,1.0,1,0
KCTD10,-0.0332925586950741,0.743009234212472,background,2940,0.0,1,2
FABP5,0.0635960821409855,0.7431492231599829,background,205,0.0,0,0
PLEKHG3,-0.0538902049172635,0.7431496691831109,background,6546,1.0,1,0
TMEM259,0.0389515448143149,0.7432015250342829,background,1235,0.0,1,0
UBR7,-0.0311934400744489,0.743335622042981,background,2180,1.0,1,0
ARL8A,0.03251245728582,0.7434648548861401,background,1029,3.0,1,0
SPSB2,0.0673167593281998,0.743747760663703,background,505,1.0,1,0
TGFA,-0.0332611879655427,0.7438744228778559,background,3575,5.0,1,2
SIDT2,0.0611767152660637,0.7441159811583291,background,20,0.0,0,0
ACRBP,0.0364112139496452,0.7441383131933961,background,207,0.0,0,0
PITRM1,0.0400764086434575,0.744454563935614,background,303,1.0,1,0
UTP14A,-0.0383921667203807,0.744468448142348,background,153,1.0,1,0
MAGEB18,-0.0418860853016744,0.7445014331101899,background,593,2.0,1,1
AP4M1,0.041933602767437,0.7445282160169231,background,2157,0.0,0,0
TRAF1,0.0532865928789373,0.7446531344115491,background,2627,0.0,1,0
IL10RB,0.0366047711986658,0.744684841964615,background,3098,3.0,1,0
JUNB,-0.0423475106442304,0.7446859132482428,background,500,1.0,1,0
RRP36,-0.0334522665382331,0.74486042647688,background,371,0.0,0,0
SEC62,0.0274951866876874,0.7450279477453859,background,5310,9.0,1,0
SYTL2,0.0304501415891627,0.7450807739202221,background,907,3.0,1,0
SARS2,0.0653194954831255,0.745086652116722,background,337,0.0,0,0
APP,-0.0323535710410401,0.74516821019658,background,1120,1.0,1,1
PIK3R6,0.037732055278289,0.7452723526630101,background,551,0.0,1,0
SLC43A3,0.09677469494972199,0.7457721281865931,background,838,2.0,1,0
PRSS21,0.0483985917196883,0.7459687711608121,background,90,0.0,0,0
SPG21,-0.0290584406170953,0.7459992572976171,background,597,2.0,1,0
SORT1,-0.0396605164011665,0.746056929696991,background,4466,1.0,1,0
ICAM5,0.0363507094890444,0.746207535517437,background,162,6.0,2,3
ZNF300,-0.0604998431439178,0.746577665618646,background,3655,3.0,1,0
PROC,0.028622643150689003,0.7466142516489521,background,296,0.0,1,0
RPL26L1,-0.034143144447365,0.7466162512816401,background,962,2.0,1,1
PLBD2,-0.0408041264215938,0.7473137784643729,background,3003,0.0,1,1
IFIT2,-0.0774019811639979,0.7473254363646391,background,1400,1.0,1,1
EIF3D,0.032351274571202,0.7473804453935191,background,132,1.0,1,0
CBX5,-0.0458126726472667,0.747385729320236,background,10809,7.0,2,4
TPI1,0.0332971881984418,0.747591254938256,background,446,0.0,0,0
GVQW3,-0.0391671348155694,0.7476020909942909,background,7631,2.0,1,2
ERMARD,0.037249297654491,0.747754134495189,background,20,0.0,0,0
CCDC163,-0.0434628130380212,0.7477575337239091,background,1193,2.0,1,0
TRMT2B,-0.0344625828010522,0.747767022546726,background,1235,0.0,0,0
ANKMY1,-0.0315784557701053,0.7478145231164479,background,349,0.0,1,0
SUGT1,-0.0298255894709544,0.7478369488021659,background,13074,21.0,2,6
TRIM8,-0.0388237028554279,0.7480453548903421,background,6270,0.0,1,1
FCGR2A,-0.0637868454585134,0.7481430651155201,background,410,0.0,1,0
C1orf116,0.0399602021076403,0.748162919961845,background,3436,0.0,1,1
GALT,-0.050280864564095,0.7483694830828759,background,292,0.0,0,0
SEMA4F,0.0312612501831441,0.7483717277358102,background,3632,0.0,1,1
MAGED1,0.0310259657171749,0.748418681083083,background,217,0.0,1,0
ESPN,0.07362655566996201,0.748458193032687,background,20,0.0,0,0
PGS1,-0.0489243504133253,0.748632135040614,background,4356,1.0,1,0
P4HB,0.054404339549908,0.748914567688576,background,846,0.0,0,0
IL9R,0.0337651620034912,0.748944966344139,background,3165,0.0,1,0
GALK1,0.0339962735428792,0.74901395532008,background,117,0.0,0,0
POMGNT2,0.0318004525829759,0.7493967421085891,background,423,0.0,1,1
PHACTR4,-0.0255096282610517,0.7494189967345258,background,3759,1.0,1,0
ZNF169,-0.0313764523290367,0.749430637504372,background,2597,1.0,1,2
HIGD2A,0.0279799231451537,0.7495134757831701,background,264,1.0,1,0
SLC6A6,0.0418141552399498,0.749544599043978,background,4342,0.0,1,1
CCAR2,0.0386665880406962,0.74957516840083,background,789,0.0,0,0
CHI3L2,0.0283010636387196,0.7496852076557159,background,270,1.0,1,0
ISG20L2,0.0364243088994858,0.749768910723287,background,2553,2.0,1,0
PHKA2,0.0309994829528547,0.749769006921726,background,741,0.0,1,0
PLAGL2,-0.0452574006433759,0.7498281548641519,background,3948,2.0,1,1
MIS18A,0.0402981300136535,0.7498475676215771,background,813,5.0,2,0
TP53,0.0367302513603447,0.749979164626313,background,1188,0.0,0,0
ACE,0.0323349407872601,0.7500608882344321,background,20,0.0,0,0
PDZK1IP1,-0.0658041232277528,0.750097141785455,background,389,0.0,0,0
TNS1,-0.0832045871732063,0.750102264746332,background,4668,1.0,1,2
HDC,-0.106477269859817,0.7501254920373721,background,313,0.0,0,0
ELK1,-0.0361367383768544,0.7501291651377522,background,5208,2.0,2,3
NDUFB3,0.0339019461718432,0.750210398206539,background,135,1.0,1,0
TAS2R3,-0.0503982816937396,0.75026981847268,background,88,0.0,0,0
MPV17,0.0370470890821404,0.75067473727449,background,426,0.0,0,0
ALAS2,-0.135123001347824,0.7510677893789541,background,20,0.0,0,0
PLD3,0.0347052429364353,0.751425008790806,background,3400,0.0,1,0
TMEM63A,-0.0488578138020425,0.751502697004852,background,305,0.0,0,0
AKT2,0.0289269777785064,0.7515954885594821,background,3554,0.0,1,0
ANKS3,0.0309910005410112,0.7520244947008591,background,397,1.0,1,0
ERCC3,-0.0435125028168346,0.7521409698380391,background,305,2.0,1,1
ZBTB40,-0.0432093005531989,0.7521442118463969,background,4761,2.0,1,0
RFX1,0.0343965040583923,0.752576599356691,background,1165,0.0,0,0
AP2B1,-0.0301806557156338,0.7526675050826039,background,1217,0.0,1,0
UQCC2,-0.0420642184714518,0.7527266336887141,background,2257,0.0,1,0
COMMD9,0.0276172099834093,0.7527607618043659,background,2340,0.0,1,0
CARS2,0.0359899987914171,0.752768849621097,background,189,2.0,1,0
VRK3,-0.0294483213045044,0.752771176871385,background,2627,0.0,1,0
PRCP,-0.0303972499387857,0.753175093510697,background,1970,1.0,1,0
SMOX,-0.0481869006063634,0.75325011098721,background,320,0.0,0,0
PUS1,0.0396263981360746,0.7533756324098291,background,2310,0.0,1,0
ACIN1,0.0446129841144244,0.753565315589935,background,584,0.0,0,0
STOML2,-0.0351824468576941,0.753591122263248,background,137,0.0,0,0
ZNF35,-0.0370572004877159,0.7536409651449059,background,1971,1.0,1,0
CCHCR1,0.0415541630621712,0.753678404606192,background,152,0.0,0,0
JUP,-0.0370329420981697,0.7536825528240171,background,1792,0.0,1,0
PCBD1,-0.0398491354189317,0.7536922914462041,background,440,0.0,1,0
ADGRL1,0.0321558148964676,0.7539222635029531,background,3130,0.0,1,0
PHETA1,0.0465499652606057,0.7540123179492909,background,1999,0.0,0,0
GBA2,0.0349955799387535,0.7540595932038009,background,303,0.0,1,1
SETDB2,-0.0708312690017695,0.7541852476594201,background,3154,6.0,2,0
